CO_IES,X_Regiao,X_UF,X_Org_Acad,X_Rede,X_Cat_Adm,Y_Proporcao_PcD,X_Porte_Alunos,X_Num_Cursos,X_Pct_EAD,X_Pct_Licenciatura,X_Pct_Apoio_Social,X_Pct_Ativ_Extra,X_Pct_Mob_Academica
796,Centro-Oeste,Mato Grosso,3,2,4,0.0014265335235378032,701.0,8.0,0.0,0.008559201141226819,0.034236804564907276,0.9971469329529244,0.0
797,Norte,Rondônia,3,2,4,0.011904761904761904,336.0,3.0,0.0,0.0,0.0,0.20535714285714285,0.0
798,Sudeste,Espírito Santo,3,2,5,0.006097560975609756,492.0,9.0,0.0,0.0,0.0,0.3780487804878049,0.0
802,Sudeste,Rio de Janeiro,2,2,5,0.0020172910662824206,3470.0,55.0,0.23429394812680115,0.0904899135446686,0.0,0.0,0.0
809,Sudeste,Minas Gerais,3,2,5,0.0,112.0,1.0,0.0,0.0,0.0,0.0,0.0
810,Sul,Paraná,3,2,4,0.01440922190201729,694.0,8.0,0.0,0.08357348703170028,0.0,1.04178674351585,0.0
823,Nordeste,Maranhão,1,2,5,0.0009995456610631531,11005.0,127.0,0.10386188096319855,0.012448886869604724,0.0,1.2328941390277146,0.0
824,Centro-Oeste,Goiás,2,1,3,0.006297646668876367,3017.0,17.0,0.0,0.044746436857805764,0.0,0.0,0.0
825,Sudeste,Minas Gerais,3,2,5,0.0,164.0,7.0,0.0,0.07926829268292683,0.0,0.0,0.0
826,Centro-Oeste,Goiás,2,2,4,0.0004233700254022015,2362.0,16.0,0.0,0.01735817104149026,0.0,0.0,0.0
828,Sudeste,Minas Gerais,3,2,4,0.0,986.0,12.0,0.0,0.015212981744421906,0.0,0.15517241379310345,0.0
829,Norte,Tocantins,1,1,2,0.010156408693885842,4923.0,57.0,0.4005687588868576,0.07739183424741011,0.04814137720901889,0.5785090392037375,0.006703229737964655
830,Norte,Amapá,1,1,1,0.002019460253350468,10894.0,66.0,0.11676152010280888,0.5328621259408849,0.0,0.0869285845419497,0.0
832,Sudeste,Minas Gerais,3,2,4,0.005319148936170213,188.0,3.0,0.0,0.0,0.0,0.0,0.0
843,Sudeste,São Paulo,3,1,3,0.0,244.0,5.0,0.0,0.3483606557377049,0.0,0.0,0.0
845,Sudeste,São Paulo,3,1,3,0.0,559.0,4.0,0.0,0.1556350626118068,0.0,0.06976744186046512,0.0
849,Sudeste,Minas Gerais,3,2,5,0.021645021645021644,231.0,4.0,0.2597402597402597,0.04329004329004329,0.0,0.0,0.0
852,Sudeste,São Paulo,2,2,4,0.00641025641025641,10296.0,44.0,0.5378787878787878,0.0,1.4577505827505828,1.4577505827505828,0.0
861,Norte,Amapá,3,2,4,0.0,1090.0,7.0,0.0,0.0,0.0,0.0,0.0
862,Centro-Oeste,Mato Grosso do Sul,2,2,4,0.0007401924500370096,1351.0,15.0,0.0,0.0,0.0,0.0,0.0
873,Sul,Paraná,3,2,4,0.0,116.0,2.0,0.0,0.0,0.0,0.1810344827586207,0.0
878,Sudeste,Minas Gerais,2,2,5,0.0017834394904458599,3925.0,21.0,0.0,0.0,0.0,0.8287898089171974,0.0
881,Sudeste,São Paulo,3,1,7,0.0,1802.0,13.0,0.0,0.009988901220865706,0.06437291897891231,0.06326304106548279,0.0
882,Sudeste,São Paulo,3,1,3,0.0,261.0,5.0,0.0,0.0,0.0,0.0,0.0
890,Sudeste,Minas Gerais,3,1,2,0.10344827586206896,145.0,1.0,0.0,0.0,1.006896551724138,0.9241379310344827,0.013793103448275862
898,Sudeste,São Paulo,2,2,5,0.0,128.0,9.0,0.0,0.140625,0.0,0.0,0.0
905,Sudeste,São Paulo,3,2,4,0.00510204081632653,784.0,1.0,0.0,0.0,0.00510204081632653,1.0650510204081634,0.0
910,Sudeste,São Paulo,3,2,5,0.0029498525073746312,678.0,6.0,0.0,0.0,0.0,0.0,0.0
913,Centro-Oeste,Mato Grosso do Sul,3,2,5,0.003968253968253968,252.0,3.0,0.0,0.07539682539682539,0.0,0.9801587301587301,0.0
916,Nordeste,Piauí,3,2,4,0.003659347970725216,3006.0,16.0,0.0,0.0,0.0,0.0,0.0
918,Sul,Paraná,2,2,4,0.002332485156912638,4716.0,70.0,0.2029262086513995,0.03329092451229856,0.0,0.5699745547073791,0.0
922,Sudeste,São Paulo,3,2,5,0.004651162790697674,430.0,3.0,0.0,0.0,0.0,0.8372093023255814,0.0
923,Sudeste,São Paulo,2,2,5,0.00392156862745098,1275.0,11.0,0.14745098039215687,0.14431372549019608,0.0,0.9882352941176471,0.0
926,Centro-Oeste,Mato Grosso do Sul,2,2,4,0.010817926850208917,34942.0,8482.0,0.9707801499627955,0.24340335412970066,0.0,0.09218132905958445,0.0
939,Centro-Oeste,Goiás,3,2,5,0.0049504950495049506,202.0,6.0,0.0,0.04950495049504951,0.0,0.0,0.0
940,Centro-Oeste,Mato Grosso do Sul,3,2,5,0.0014577259475218659,686.0,10.0,0.008746355685131196,0.08454810495626822,0.0,1.3673469387755102,0.0
944,Sudeste,Rio de Janeiro,3,2,5,0.010309278350515464,1164.0,5.0,0.0,0.0,0.03951890034364261,0.3960481099656357,0.007731958762886598
945,Sudeste,Minas Gerais,3,2,4,0.0037593984962406013,266.0,1.0,0.0,0.0,0.0,0.0,0.0
952,Sudeste,São Paulo,1,2,5,8.144648965629581e-05,12278.0,1040.0,0.6119074767877505,0.21754357387196613,0.0,0.002280501710376283,0.0
953,Sudeste,São Paulo,1,2,5,0.0004931939238508582,10138.0,1571.0,0.761491418425725,0.4727756954034326,0.0,1.3563819293746302,0.0
954,Sudeste,Rio de Janeiro,3,2,5,0.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0
967,Sudeste,São Paulo,3,1,2,0.028526148969889066,1262.0,4.0,0.0,0.0,0.0,0.0,0.0
989,Sudeste,Minas Gerais,3,2,5,0.0,39.0,2.0,0.0,0.0,0.0,0.0,0.0
991,Sudeste,Rio de Janeiro,3,2,5,0.008714596949891068,459.0,3.0,0.0,0.0,0.0,0.0457516339869281,0.0
997,Sudeste,São Paulo,2,2,5,0.0034924330616996507,1718.0,16.0,0.10826542491268917,0.0,0.0,0.0017462165308498253,0.0
1012,Nordeste,Pernambuco,3,1,7,0.009416195856873822,531.0,5.0,0.0,0.623352165725047,0.0018832391713747645,0.455743879472693,0.0
1014,Sul,Santa Catarina,3,2,5,0.0007656967840735069,1306.0,11.0,0.0,0.009954058192955589,0.0,0.2549770290964778,0.0
1019,Sudeste,Minas Gerais,3,2,5,0.0025188916876574307,397.0,4.0,0.0,0.0,1.0,0.6675062972292192,0.0
1021,Nordeste,Pernambuco,3,2,5,0.0056022408963585435,357.0,8.0,0.0,0.04481792717086835,0.0,0.0,0.0
1027,Sudeste,Rio de Janeiro,1,1,2,0.004922067268252666,4876.0,35.0,0.5873666940114848,0.6679655455291222,0.22026251025430682,0.0,0.0
1028,Centro-Oeste,Mato Grosso do Sul,1,1,2,0.008533944720417781,7851.0,78.0,0.10266208126353331,0.39141510635587823,0.3096420838109795,0.34326837345561073,0.0
1030,Sudeste,Rio de Janeiro,2,2,4,0.0007584376185058779,2637.0,20.0,0.0,0.0,0.0,0.0,0.0
1032,Sudeste,São Paulo,2,2,5,0.0003370407819346141,2967.0,63.0,0.100438153016515,0.05156723963599596,0.0,0.006066734074823054,0.0
1036,Sudeste,Minas Gerais,1,1,2,0.022287822878228784,20325.0,148.0,0.03808118081180812,0.31252152521525217,0.0760639606396064,0.09003690036900369,0.0
1038,Centro-Oeste,Mato Grosso do Sul,3,2,5,0.0015105740181268882,1986.0,27.0,0.0,0.026686807653575024,0.0,0.0,0.0
1041,Sul,Rio Grande do Sul,1,2,5,0.0007090941322460556,5641.0,235.0,0.388406310937777,0.10264137564261656,0.007445488388583585,0.16504165928026945,0.00407729126041482
1042,Sul,Paraná,1,2,4,0.012955441581927603,33731.0,2955.0,0.6188076250333521,0.09359343037561886,0.0,0.18588242269722213,0.0
1043,Sudeste,São Paulo,2,2,5,0.011749960833463888,6383.0,23.0,0.0,0.057339808867303776,0.0,0.907723640921197,0.0
1045,Sudeste,São Paulo,2,2,4,0.01944652206432311,1337.0,13.0,0.0,0.0,0.0,0.34554973821989526,0.0
1046,Sudeste,São Paulo,3,2,5,0.0,4619.0,42.0,0.028794111279497728,0.023814678501840224,0.0017319766183156527,0.0,0.0
1048,Sudeste,São Paulo,3,2,5,0.002909796314258002,1031.0,40.0,0.9873908826382153,0.29776915615906885,0.0,0.0,0.0
1049,Norte,Amazonas,3,2,5,0.0,863.0,12.0,0.0,0.0,0.0,0.04287369640787949,0.0
1053,Nordeste,Bahia,2,2,4,0.0008059641345960105,4963.0,16.0,0.0008059641345960105,0.0,0.0,0.0,0.0
1055,Nordeste,Bahia,2,2,5,0.0010053619302949062,2984.0,21.0,0.0,0.045576407506702415,0.0,0.0,0.0
1058,Nordeste,Bahia,2,2,4,0.0013015184381778742,4610.0,26.0,0.0,0.014967462039045552,0.0,0.0,0.0
1059,Nordeste,Ceará,3,2,4,0.0,77.0,4.0,0.0,0.0,0.0,0.0,0.0
1060,Centro-Oeste,Distrito Federal,2,2,4,0.006407123852961937,18417.0,413.0,0.6017809632404844,0.07601672367920942,0.0,0.29472769723624914,0.0
1063,Sudeste,Espírito Santo,3,2,5,0.0,136.0,1.0,0.0,0.0,0.0,0.0,0.0
1064,Sudeste,Espírito Santo,3,2,5,0.0,14.0,4.0,0.0,0.21428571428571427,0.0,0.0,0.0
1067,Centro-Oeste,Goiás,3,2,4,0.0,310.0,5.0,0.02258064516129032,0.02258064516129032,0.0,0.1935483870967742,0.0
1068,Sudeste,Minas Gerais,3,2,5,0.002004008016032064,499.0,6.0,0.0,0.08216432865731463,0.0,0.28256513026052105,0.0
1070,Sudeste,Minas Gerais,3,2,5,0.0,84.0,3.0,0.0,0.0,0.0,1.130952380952381,0.0
1075,Nordeste,Paraíba,2,2,4,0.0030907558302894073,7118.0,44.0,0.15369485810620961,0.06813711716774375,0.0,0.0,0.0
1076,Nordeste,Paraíba,3,2,5,0.010703363914373088,654.0,5.0,0.0,0.03669724770642202,0.02599388379204893,0.19418960244648317,0.0
1077,Nordeste,Pernambuco,2,2,4,0.0013422818791946308,3725.0,26.0,0.0,0.008859060402684563,0.0,0.0,0.0
1078,Sul,Paraná,2,2,4,0.0014256619144602852,4910.0,205.0,0.3034623217922607,0.06822810590631365,0.0,0.0780040733197556,0.0
1079,Sul,Paraná,3,2,5,0.005235602094240838,191.0,2.0,0.005235602094240838,0.0,0.0,1.1047120418848169,0.0
1080,Sudeste,Rio de Janeiro,2,2,5,0.006324666198172874,1423.0,8.0,0.0,0.15741391426563597,0.0,0.8327477160927618,0.0
1081,Sudeste,Rio de Janeiro,3,2,5,0.0,201.0,5.0,0.0,0.0,0.004975124378109453,0.22388059701492538,0.0
1082,Nordeste,Rio Grande do Norte,4,1,1,0.04077029840388619,5764.0,74.0,0.09507286606523248,0.3523594725884802,0.4502081887578071,0.09021512838306732,0.00017349063150589867
1084,Sul,Rio Grande do Sul,2,2,5,0.0,122.0,10.0,0.0,0.0,0.0,0.0,0.0
1085,Sul,Rio Grande do Sul,3,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1087,Norte,Rondônia,2,2,4,0.0017934921854983346,3903.0,38.0,0.09736100435562388,0.010760953112990008,0.0,0.857033051498847,0.0
1092,Sudeste,São Paulo,3,2,4,0.015968063872255488,2004.0,19.0,0.0,0.0,0.0,0.0,0.0
1096,Sudeste,São Paulo,3,2,4,0.0,133.0,1.0,0.0,0.0,0.0,0.0,0.0
1100,Sudeste,São Paulo,2,2,5,0.0025,1600.0,37.0,0.361875,0.089375,0.0,0.460625,0.0
1107,Nordeste,Ceará,2,2,4,0.002538500592316805,11818.0,60.0,0.0,0.0033000507700118465,0.0,0.0,0.0
1113,Centro-Oeste,Distrito Federal,2,2,4,0.001552312946289972,3221.0,29.0,0.001552312946289972,0.0024837007140639552,0.0,1.3020800993480286,0.0
1115,Nordeste,Maranhão,2,2,5,0.0009560229445506692,5230.0,10.0,0.0,0.0,0.0,0.0,0.0
1120,Sudeste,Rio de Janeiro,4,1,1,0.013206162876008804,5452.0,36.0,0.0,0.30759354365370506,0.11426999266324285,0.0376008804108584,0.0005502567865003668
1122,Sudeste,São Paulo,3,2,5,0.0,270.0,4.0,0.0,0.25555555555555554,0.0,1.0,0.0
1126,Sul,Paraná,1,1,2,0.00239736290080911,6674.0,84.0,0.1336529817201079,0.3596044351213665,0.0,0.26580761162721006,0.0
1128,Sudeste,Minas Gerais,1,2,5,0.0,2659.0,15.0,0.0,0.0,0.0,0.7611884166980067,0.0
1129,Sudeste,São Paulo,2,2,5,0.0,1275.0,11.0,0.0,0.0,0.0,0.0,0.0
1131,Nordeste,Piauí,2,2,4,0.0006346519991537973,4727.0,32.0,0.07446583456737889,0.005923418658768775,0.0,0.3771948381637402,0.0
1136,Nordeste,Pernambuco,3,2,5,0.0008223684210526315,1216.0,9.0,0.0,0.13075657894736842,0.0,0.0,0.0
1141,Sudeste,Rio de Janeiro,2,2,5,0.002962962962962963,4725.0,52.0,0.5657142857142857,0.059682539682539684,0.0,1.0114285714285713,0.0
1142,Sudeste,Espírito Santo,3,2,4,0.024232633279483037,619.0,1.0,0.0,0.0,0.0,0.6235864297253635,0.004846526655896607
1144,Sudeste,São Paulo,3,2,5,0.0,196.0,3.0,0.0,1.0,0.0,0.0,0.0
1149,Sudeste,São Paulo,2,2,4,0.009662921348314606,8900.0,51.0,0.0,0.02539325842696629,0.0,0.6544943820224719,0.0
1151,Nordeste,Sergipe,3,2,4,0.012489592006661115,2402.0,15.0,0.005412156536219817,0.0,0.0,0.06203164029975021,0.0
1153,Sudeste,Rio de Janeiro,1,2,5,0.0007983121400467583,17537.0,674.0,0.6625420539430917,0.04191138735245481,0.005987341050350687,0.0,0.0
1155,Centro-Oeste,Mato Grosso do Sul,3,2,5,0.0,143.0,2.0,0.0,0.0,0.0,0.013986013986013986,0.0
1156,Sudeste,Rio de Janeiro,3,2,5,0.0,57.0,1.0,0.0,0.0,0.0,0.3157894736842105,0.0
1157,Sudeste,Espírito Santo,3,2,5,0.001838235294117647,544.0,6.0,0.05698529411764706,0.0,0.0,0.9852941176470589,0.0
1159,Sudeste,Espírito Santo,3,2,4,0.0017921146953405018,558.0,1.0,0.0,0.0,0.0,0.0,0.0
1160,Centro-Oeste,Goiás,2,2,4,0.0026455026455026454,1512.0,33.0,0.07936507936507936,0.023148148148148147,0.0,0.18253968253968253,0.0
1161,Sudeste,São Paulo,3,2,5,0.005145356315924878,3887.0,7.0,0.0,0.0,0.07049138152817083,0.737329560072035,0.05119629534345253
1162,Centro-Oeste,Mato Grosso,3,2,5,0.0,223.0,13.0,0.6457399103139013,0.47085201793721976,0.0,0.0,0.0
1166,Nordeste,Paraíba,4,1,1,0.06492703438041059,8086.0,56.0,0.07853079396487757,0.2490724709374227,0.2202572347266881,0.14927034380410587,0.0
1170,Nordeste,Bahia,2,2,4,0.0,589.0,10.0,0.0,0.027164685908319185,0.0,0.0,0.0
1173,Centro-Oeste,Distrito Federal,3,2,4,0.022033898305084745,4130.0,27.0,0.0,0.015980629539951573,0.0,0.3215496368038741,0.0
1174,Sudeste,Minas Gerais,3,2,5,0.005865102639296188,341.0,3.0,0.03519061583577713,0.03519061583577713,0.0,0.0,0.0
1175,Sul,Rio Grande do Sul,3,2,5,0.0006849315068493151,1460.0,8.0,0.0,0.0,0.0,0.0,0.0
1182,Sudeste,São Paulo,3,2,4,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
1185,Nordeste,Bahia,2,2,4,0.016857054646495832,16195.0,405.0,0.45001543686322937,0.07415869095399814,0.0,0.054893485643717196,0.0
1187,Sudeste,São Paulo,2,2,4,0.015221137277426766,3482.0,17.0,0.0,0.04623779437105112,0.0,0.10970706490522689,0.0
1189,Sul,Santa Catarina,1,2,5,0.00943134535367545,3605.0,25.0,0.01914008321775312,0.08349514563106795,0.0,0.110124826629681,0.0
1191,Nordeste,Ceará,3,2,4,0.034482758620689655,29.0,4.0,0.0,0.0,0.0,0.10344827586206896,0.0
1195,Sudeste,São Paulo,3,2,5,0.0053475935828877,561.0,6.0,0.0,0.0,0.2192513368983957,0.058823529411764705,0.0
1196,Sul,Paraná,1,2,4,0.011128730057854587,486219.0,55476.0,0.9810455782270951,0.17875484092559113,0.0,0.1030009111120709,6.1700591708674485e-06
1202,Sudeste,Minas Gerais,2,2,4,0.0,638.0,14.0,0.0,0.0,0.0,0.0,0.0
1205,Sul,Paraná,2,2,4,0.0411164032618893,55428.0,7447.0,1.0,0.42460489283394676,0.0,0.0,0.0
1219,Sudeste,São Paulo,3,2,4,0.015698587127158554,637.0,8.0,0.0,0.0,0.0,0.0,0.0
1221,Sudeste,São Paulo,3,2,5,0.0,149.0,1.0,0.0,0.0,0.0,1.3624161073825503,0.0
1224,Sudeste,São Paulo,2,2,5,0.011560693641618497,1038.0,30.0,0.13680154142581888,0.28709055876685935,0.014450867052023121,0.038535645472061654,0.0
1225,Sudeste,São Paulo,2,2,4,0.0,530.0,16.0,0.12264150943396226,0.12264150943396226,0.0,0.12830188679245283,0.0
1227,Nordeste,Bahia,2,2,5,0.0009957679860592482,4017.0,12.0,0.0,0.0,0.0,0.0,0.0
1230,Sudeste,São Paulo,2,2,5,0.0014947683109118087,1338.0,16.0,0.0,0.12780269058295965,0.0,0.0,0.0
1231,Sul,Rio Grande do Sul,3,2,5,0.0,228.0,6.0,0.0,0.0,0.0,0.0,0.0
1232,Sul,Paraná,2,2,5,0.0013386880856760374,1494.0,105.0,0.2978580990629183,0.06827309236947791,0.00535475234270415,0.48728246318607765,0.0
1233,Centro-Oeste,Mato Grosso,2,2,4,0.028288543140028287,1414.0,11.0,0.0,0.0,0.0,0.33946251768033947,0.0
1237,Centro-Oeste,Goiás,2,2,5,0.0007513148009015778,1331.0,9.0,0.0,0.03606311044327573,0.0,1.1915852742299022,0.0
1239,Centro-Oeste,Goiás,3,2,4,0.0,127.0,6.0,0.0,0.031496062992125984,0.0,0.5118110236220472,0.0
1240,Sudeste,Espírito Santo,3,2,5,0.0,201.0,9.0,0.0,0.0,0.0,0.0,0.0
1243,Sudeste,Espírito Santo,3,2,5,0.001466275659824047,682.0,9.0,0.0,0.010263929618768328,0.0,0.0,0.0
1244,Sudeste,Espírito Santo,2,2,4,0.0006857769853243725,7291.0,28.0,0.0,0.0274310794129749,0.0,0.0,0.0
1245,Sudeste,Espírito Santo,3,2,4,0.0,110.0,4.0,0.0,0.0,0.0,0.0,0.0
1247,Centro-Oeste,Mato Grosso do Sul,3,2,5,0.00398406374501992,251.0,1.0,0.0,0.0,0.0,1.1872509960159363,0.0
1252,Sudeste,Minas Gerais,3,2,4,0.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0
1253,Sudeste,Minas Gerais,3,2,5,0.0037105751391465678,539.0,8.0,0.0,0.02411873840445269,0.0,0.0,0.0
1255,Nordeste,Pernambuco,2,2,4,0.002223742730071844,5846.0,496.0,0.5668833390352378,0.05336982552172426,0.0,0.0,0.0
1256,Sul,Paraná,3,2,5,0.0,57.0,2.0,0.0,0.0,0.0,0.38596491228070173,0.0
1258,Sul,Paraná,3,2,4,0.015486725663716814,452.0,11.0,0.0,0.004424778761061947,0.0,0.34513274336283184,0.0
1263,Sudeste,Rio de Janeiro,3,2,4,0.0,1535.0,4.0,0.0,0.0,0.0,0.0,0.0
1264,Nordeste,Rio Grande do Norte,2,2,5,0.0012155591572123178,2468.0,12.0,0.0,0.012155591572123177,0.0,0.7783630470016207,0.0
1266,Sudeste,São Paulo,3,2,5,0.00823045267489712,243.0,5.0,0.0,0.6502057613168725,0.4074074074074074,1.2304526748971194,0.0
1267,Sul,Santa Catarina,3,2,4,0.009615384615384616,208.0,8.0,0.0,0.0,0.0,0.0,0.0
1270,Sudeste,São Paulo,2,2,4,0.0013610071452875127,102865.0,11871.0,0.9640208039663637,0.14011568560734944,0.0,0.0,0.0
1273,Sudeste,São Paulo,2,2,4,0.0032269630692004303,2789.0,62.0,0.2373610613122983,0.16780207959842236,0.0,0.0,0.0
1276,Sudeste,São Paulo,3,2,4,0.01507537688442211,199.0,9.0,0.0,0.0,0.0,0.0,0.0
1279,Sudeste,São Paulo,3,2,4,0.0,64.0,2.0,0.0,0.578125,0.0,0.015625,0.0
1281,Sudeste,São Paulo,3,2,4,0.0007827788649706458,2555.0,18.0,0.0,0.05401174168297456,0.00821917808219178,1.3252446183953033,1.3268101761252447
1286,Sudeste,São Paulo,3,2,5,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0
1290,Sudeste,São Paulo,3,2,4,0.0,170.0,4.0,0.0,0.7529411764705882,0.17647058823529413,0.08235294117647059,0.0
1291,Sul,Paraná,3,2,4,0.0,580.0,5.0,0.0,0.1206896551724138,0.0,0.0,0.0
1292,Sudeste,São Paulo,2,1,7,0.0026933435936898806,2599.0,27.0,0.0,0.04732589457483648,0.0,1.2066179299730666,0.0
1294,Sudeste,São Paulo,2,2,4,0.0007252021165158068,37231.0,3058.0,0.6766941527221939,0.09320190164110553,0.0,1.278773065456206,0.0
1295,Sudeste,São Paulo,3,2,5,0.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0
1298,Nordeste,Alagoas,3,2,4,0.0018045112781954887,3325.0,14.0,0.0,0.05533834586466165,0.0,0.0,0.0
1299,Sudeste,São Paulo,3,2,5,0.011547344110854504,2165.0,26.0,0.0,0.18706697459584296,0.0013856812933025404,0.9759815242494226,0.0
1300,Sudeste,São Paulo,3,2,5,0.004545454545454545,220.0,5.0,0.0,0.05,0.0,0.1590909090909091,0.0
1301,Sudeste,São Paulo,3,2,5,0.015748031496062992,381.0,3.0,0.0,0.0,0.010498687664041995,0.973753280839895,0.0
1302,Nordeste,Bahia,3,2,5,0.0,173.0,2.0,0.0,0.0,0.0,0.0,0.0
1303,Centro-Oeste,Goiás,4,1,1,0.011912034208918754,6548.0,62.0,0.09040928527794746,0.21029321930360415,0.17165546731826511,0.2796273671350031,0.0006108735491753207
1305,Centro-Oeste,Mato Grosso,3,2,4,0.009836065573770493,305.0,4.0,0.0,0.0,0.0,0.3114754098360656,0.0
1307,Sudeste,São Paulo,3,2,4,0.002574002574002574,777.0,8.0,0.0,0.011583011583011582,1.2368082368082367,1.2368082368082367,1.2368082368082367
1308,Sudeste,Espírito Santo,3,2,4,0.0,992.0,11.0,0.0,0.059475806451612906,0.0,0.0,0.0
1310,Sudeste,São Paulo,3,2,5,0.0013315579227696406,4506.0,33.0,0.10053262316910785,0.03794940079893475,0.0,0.0,0.0
1311,Sudeste,São Paulo,3,2,4,0.006097560975609756,820.0,3.0,0.9878048780487805,0.0,0.0,0.0,0.0
1312,Centro-Oeste,Mato Grosso,3,2,4,0.0018587360594795538,538.0,3.0,0.0,0.0,0.0,0.0,0.0
1313,Sudeste,São Paulo,2,2,5,0.0,212.0,1.0,0.0,0.0,0.0,0.0,0.0
1317,Sudeste,São Paulo,2,2,4,0.0005107252298263534,1958.0,30.0,0.0,0.03115423901940756,0.0,0.0005107252298263534,0.0
1318,Nordeste,Bahia,3,2,4,0.0017751479289940828,1690.0,13.0,0.0,0.002366863905325444,0.0,0.0,0.0
1319,Sudeste,Minas Gerais,3,2,4,0.0,230.0,6.0,0.0,0.0,0.0,0.0,0.0
1322,Sudeste,São Paulo,3,2,5,0.002201673271686482,2271.0,17.0,0.0,0.0,0.014971378247468076,0.9973579920739762,0.0
1325,Sul,Paraná,3,2,5,0.001937984496124031,1032.0,9.0,0.0,0.0,0.0,1.0358527131782946,0.0
1326,Sudeste,Espírito Santo,3,2,4,0.00032586558044806515,24550.0,2059.0,0.875071283095723,0.15169042769857433,0.0,0.0,0.0
1327,Sul,Rio Grande do Sul,3,2,5,0.0,358.0,5.0,0.0,0.0,0.10893854748603352,0.5726256983240223,0.008379888268156424
1328,Nordeste,Pernambuco,2,2,5,0.0,1529.0,12.0,0.0,0.11903204708960105,0.02158273381294964,0.005886200130804447,0.0
1330,Sudeste,Minas Gerais,3,2,4,0.013888888888888888,360.0,3.0,0.0,0.0,0.0,0.0,0.0
1334,Nordeste,Paraíba,2,2,4,0.0009140767824497258,5470.0,17.0,0.016819012797074956,0.0,0.0,0.0,0.0
1336,Sul,Paraná,2,2,5,0.007816504356740134,7804.0,213.0,0.1861865709892363,0.07995899538698104,0.0,0.37275756022552536,0.0
1337,Sul,Paraná,2,2,4,0.006134969325153374,1467.0,12.0,0.10429447852760736,0.0,0.0,0.6768916155419223,0.0
1345,Sudeste,São Paulo,3,2,4,0.017834394904458598,1570.0,11.0,0.0,0.12420382165605096,0.0,0.3305732484076433,0.0
1346,Sudeste,Minas Gerais,3,2,4,0.004155124653739612,722.0,16.0,0.817174515235457,0.2548476454293629,0.0,0.0,0.0
1350,Nordeste,Ceará,2,2,4,0.002329192546583851,1288.0,30.0,0.1420807453416149,0.09083850931677019,0.0,0.5388198757763976,0.0
1351,Sul,Santa Catarina,2,2,4,0.004967801287948482,5435.0,369.0,0.5010119595216191,0.06752529898804048,0.0,0.14885004599816007,0.0
1355,Sudeste,São Paulo,3,2,5,0.0,784.0,10.0,0.011479591836734694,0.08801020408163265,0.0,0.0,0.0
1356,Sudeste,São Paulo,2,1,7,0.0,1941.0,15.0,0.0,0.05409582689335394,0.021638330757341576,0.10716125708397733,0.0
1357,Sudeste,Rio de Janeiro,3,1,2,0.013530135301353014,813.0,1.0,0.0,1.0,0.4993849938499385,0.0,0.0
1359,Sudeste,Espírito Santo,3,2,4,0.0005452562704471102,1834.0,23.0,0.0812431842966194,0.0,0.0,0.0,0.0
1360,Nordeste,Piauí,3,2,4,0.0030959752321981426,646.0,3.0,0.0,0.0,0.0,0.1826625386996904,0.0
1362,Sudeste,Minas Gerais,2,2,4,0.002890173410404624,2422.0,16.0,0.0,0.049132947976878616,0.0,0.03550784475639967,0.0
1363,Nordeste,Bahia,3,2,5,0.002170374389582203,1843.0,19.0,0.2848616386326641,0.09820944112859468,0.0,0.19045035268583832,0.0
1364,Nordeste,Bahia,2,2,4,0.00020837674515524068,4799.0,15.0,0.0,0.0,0.0,0.0,0.0
1365,Sudeste,São Paulo,2,2,5,0.003955760071042222,12387.0,1191.0,0.41430532009364657,0.19375151368370067,0.0,0.0,0.0
1374,Centro-Oeste,Mato Grosso,3,2,4,0.0,1247.0,20.0,0.0,0.01603849238171612,1.4651162790697674,0.39615076182838815,0.0
1375,Centro-Oeste,Mato Grosso,3,2,5,0.002183406113537118,458.0,7.0,0.0,0.006550218340611353,0.0,1.703056768558952,0.0
1379,Sudeste,Espírito Santo,2,2,5,0.014858841010401188,2019.0,10.0,0.0,0.0,0.0,0.0,0.0
1381,Norte,Amazonas,3,2,4,0.0016549441456350847,2417.0,21.0,0.0,0.0,0.0,0.0,0.0
1382,Sul,Rio Grande do Sul,3,2,5,0.0,156.0,5.0,0.6153846153846154,0.26282051282051283,0.0,0.05128205128205128,0.019230769230769232
1383,Nordeste,Pernambuco,3,2,5,0.0,417.0,9.0,0.0,0.3645083932853717,0.0,0.004796163069544364,0.0
1384,Nordeste,Pernambuco,3,2,5,0.0006447453255963894,1551.0,8.0,0.0,0.0,0.0,0.0,0.0
1386,Sudeste,São Paulo,3,2,4,0.0003714710252600297,2692.0,29.0,0.0,0.0,0.0,0.0,0.0
1388,Sudeste,São Paulo,2,2,4,0.006291506466270535,5722.0,72.0,1.0,0.48164977280671095,0.0,0.0,0.0
1394,Nordeste,Bahia,3,2,4,0.0,23.0,8.0,0.0,0.0,0.0,0.0,0.0
1395,Centro-Oeste,Goiás,3,2,4,0.0,158.0,5.0,0.0,0.10126582278481013,0.0,0.0,0.0
