CO_IES,X_Regiao,X_UF,X_Org_Acad,X_Rede,X_Cat_Adm,Y_Proporcao_PcD,X_Porte_Alunos,X_Num_Cursos,X_Pct_EAD,X_Pct_Licenciatura,X_Pct_Apoio_Social,X_Pct_Ativ_Extra,X_Pct_Mob_Academica
206,Sudeste,São Paulo,2,2,5,0.0,15482.0,75.0,0.6047022348533782,0.4688024802997029,0.0,0.0,0.0
207,Sudeste,São Paulo,2,2,5,0.005145797598627788,1749.0,22.0,0.0,0.040022870211549454,0.0,0.0,0.0
208,Sudeste,São Paulo,1,2,5,0.006057191153683617,7099.0,31.0,0.0,0.000704324552753909,0.0,0.7403859698549091,0.002253838568812509
213,Sudeste,São Paulo,2,2,5,0.0008493771234428086,3532.0,9.0,0.0,0.0,0.0,0.010192525481313703,0.0
214,Sudeste,Minas Gerais,3,2,4,0.005747126436781609,174.0,7.0,0.632183908045977,0.0,0.0,0.0,0.0
216,Sudeste,Minas Gerais,2,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,Sudeste,São Paulo,2,1,7,0.0,1684.0,15.0,0.0,0.032066508313539195,0.23990498812351543,0.0,0.0
219,Sudeste,São Paulo,3,2,5,0.0025906735751295338,386.0,5.0,0.0,0.2979274611398964,2.033678756476684,2.033678756476684,0.0
220,Sudeste,Rio de Janeiro,3,2,5,0.0,69.0,1.0,0.0,1.0,0.0,0.0,0.0
221,Sudeste,São Paulo,1,2,4,0.012718904850828567,204027.0,26229.0,0.7857734515529807,0.17829502957941842,0.0,0.22063256333720538,0.0
222,Sudeste,São Paulo,2,2,5,0.00767867690490254,3386.0,26.0,0.0661547548730065,0.06674542232722977,0.0939161252215003,1.2341996455995274,0.0
224,Sudeste,São Paulo,2,2,5,0.00035829451809387314,2791.0,11.0,0.0,0.0,0.0,0.51988534575421,0.0
226,Sudeste,São Paulo,2,2,5,0.007568590350047304,1057.0,9.0,0.0,0.0,0.05392620624408704,0.017029328287606435,0.0
227,Sudeste,São Paulo,1,2,5,0.0027729636048526864,5770.0,45.0,0.3551126516464471,0.11351819757365685,0.0,0.01975736568457539,0.0
231,Sudeste,São Paulo,3,2,5,0.0,1037.0,7.0,0.0,0.38476374156219867,0.0,0.133076181292189,0.0
234,Sudeste,São Paulo,3,2,4,0.0,1068.0,12.0,0.0,0.014044943820224719,0.0,0.0,0.0
240,Sudeste,Rio de Janeiro,1,2,5,0.0,1831.0,16.0,0.0,0.0038230475150191155,0.0,0.1654833424358274,0.0
242,Sudeste,São Paulo,2,2,4,0.007370818723927008,39073.0,4807.0,0.9761216185089447,0.16305377114631586,0.0,0.05453893993294603,0.0
243,Sudeste,São Paulo,3,2,5,0.017391304347826087,115.0,3.0,0.0,0.26956521739130435,0.0,0.7739130434782608,0.0
244,Sudeste,São Paulo,2,2,5,0.007262164124909223,1377.0,27.0,0.08569353667392883,0.0682643427741467,0.0,0.0,0.0
254,Sudeste,São Paulo,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,Sudeste,São Paulo,3,2,5,0.0,1629.0,11.0,0.0,0.0748925721301412,0.0,0.0,0.0
265,Sudeste,São Paulo,2,2,5,0.003355704697986577,4172.0,29.0,0.0462607861936721,0.010067114093959731,0.21236816874400766,1.099712368168744,0.0
266,Sudeste,São Paulo,1,2,5,0.0,512.0,11.0,0.0,0.0,0.0,0.08984375,0.0
267,Sudeste,Espírito Santo,2,2,5,0.01768106086365182,2941.0,25.0,0.47194831689901395,0.0,0.0,0.0,0.0
269,Sudeste,São Paulo,3,2,4,0.0,70.0,7.0,0.0,0.02857142857142857,0.0,0.2571428571428571,0.0
271,Sudeste,São Paulo,1,2,5,0.00034599083124297204,11561.0,446.0,0.1815586886947496,0.04714125075685494,0.03546406020240463,0.3459908312429721,0.0
275,Sudeste,São Paulo,1,2,5,0.00832214765100671,3725.0,56.0,0.08912751677852349,0.0574496644295302,0.015033557046979866,0.17718120805369128,0.0
276,Sudeste,São Paulo,3,2,5,0.0,706.0,1.0,0.0,0.0,0.0056657223796034,0.11756373937677053,0.0
277,Sudeste,Rio de Janeiro,2,2,5,0.015952113275196744,32911.0,263.0,0.30591595515177294,0.04831211449059585,0.0,0.0036158123423779285,0.0
279,Sudeste,Rio de Janeiro,2,2,5,0.004477611940298508,1340.0,9.0,0.0,0.0,0.0,0.0,0.0
284,Sudeste,Minas Gerais,3,2,4,0.0,672.0,1.0,0.0,0.0,0.08482142857142858,0.0,0.0
288,Sudeste,Minas Gerais,3,2,5,0.0,364.0,1.0,0.0,0.0,0.0,0.0,0.0
294,Sul,Rio Grande do Sul,3,2,5,0.001718213058419244,582.0,9.0,0.0,0.09450171821305842,0.0,0.0,0.0
295,Sul,Rio Grande do Sul,1,2,5,0.005579036348267117,5915.0,128.0,0.1389687235841082,0.06356720202874049,0.0,0.08537616229923922,0.011158072696534235
296,Sul,Rio Grande do Sul,2,2,5,0.007483962936564505,2806.0,66.0,0.11938702779757662,0.040270848182466144,0.0,0.0,0.0
298,Sul,Paraná,1,2,4,0.0111314593223453,843645.0,53110.0,0.9919918923243781,0.23203835736595368,0.012822929075618298,0.06714909707282092,0.0
307,Sudeste,Minas Gerais,3,2,5,0.0,920.0,1.0,0.0,0.0,0.0,0.0,0.0
308,Sudeste,Minas Gerais,2,2,5,0.00021781746896101068,4591.0,46.0,0.03223698540622958,0.018514484861685908,0.0,0.0,0.0
316,Sudeste,São Paulo,1,2,5,0.0018928918224614968,162714.0,2231.0,0.4871983971877036,0.15994935899799648,0.00019666408545054512,1.0343240286637905,0.0
319,Sudeste,São Paulo,1,2,5,0.0,4584.0,95.0,0.08006108202443281,0.023778359511343803,0.0,1.3826352530541013,0.0
322,Sudeste,São Paulo,1,2,4,0.007574069948763644,260362.0,11852.0,0.6274648374186709,0.12021723600218158,0.0,0.002058672156459084,4.9930481406656886e-05
330,Sudeste,Rio de Janeiro,1,2,5,0.005628517823639775,17056.0,237.0,0.28119136960600377,0.081203095684803,0.0,0.20192307692307693,0.0
337,Sudeste,Minas Gerais,2,2,5,0.004645760743321719,2583.0,22.0,0.0,0.041811846689895474,0.0,0.43205574912891986,0.0
338,Sudeste,Minas Gerais,1,2,5,0.00995797115292769,41876.0,189.0,0.14270703983188462,0.02691279014232496,0.0,0.6892730919858631,0.004417804947941542
339,Nordeste,Paraíba,3,2,4,0.00819672131147541,366.0,3.0,0.0,0.0,0.0,0.030054644808743168,0.0
343,Sudeste,Minas Gerais,2,2,4,0.00012278978388998034,8144.0,49.0,0.5832514734774067,0.045923379174852653,0.0,0.0014734774066797642,0.0
344,Sudeste,Minas Gerais,2,2,4,0.006817248459958933,24350.0,1110.0,0.5083778234086243,0.05979466119096509,0.0,0.12028747433264887,0.0
345,Sudeste,Minas Gerais,3,2,5,0.010869565217391304,92.0,1.0,0.0,0.0,0.0,0.0,0.0
346,Sudeste,São Paulo,3,2,5,0.0,47.0,2.0,0.0,0.0,3.0851063829787235,0.0,0.0
349,Sudeste,Minas Gerais,2,2,4,0.011179013265762408,6709.0,82.0,0.02384856163362647,0.011626173796392905,0.0,0.2341630645401699,0.0
351,Sudeste,Minas Gerais,3,2,5,0.0077497924162745644,3613.0,5.0,0.0,0.0,0.06448934403542762,0.4827013562136728,0.012731801826736784
352,Nordeste,Paraíba,2,2,4,0.01642949547218629,15460.0,543.0,0.25232858990944373,0.0333117723156533,0.0,0.564424320827943,0.0
353,Sul,Paraná,3,2,5,0.001182033096926714,846.0,1.0,0.0,0.0,0.0,0.6619385342789598,0.0
355,Sul,Paraná,1,2,4,0.0008745080891998251,6861.0,45.0,0.07287567409998542,0.030316280425593936,0.0,0.5437982801340913,0.0
360,Sudeste,São Paulo,2,2,5,0.0,276.0,8.0,0.0,0.06884057971014493,0.0,0.0,0.0
361,Sudeste,São Paulo,3,2,5,0.0,50.0,2.0,0.0,0.16,0.0,0.0,0.0
362,Sudeste,São Paulo,3,2,4,0.0,74.0,2.0,0.12162162162162163,0.0,0.0,0.0,0.0
363,Sudeste,São Paulo,3,2,5,0.011594202898550725,345.0,14.0,0.0,0.9449275362318841,0.0,0.0,0.0
367,Sudeste,Minas Gerais,1,1,2,0.02080029847961944,10721.0,103.0,0.11398190467307154,0.47868668967447064,0.06809066318440445,0.2308553306594534,0.0
368,Sudeste,São Paulo,3,2,5,0.0,550.0,4.0,0.016363636363636365,0.02909090909090909,0.0,0.0,0.0
370,Sudeste,São Paulo,3,2,5,0.00546448087431694,183.0,4.0,0.0,0.9453551912568307,0.0,0.0,0.0
371,Sudeste,São Paulo,3,2,4,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0
373,Sudeste,São Paulo,3,2,5,0.0,263.0,4.0,0.034220532319391636,0.0,0.0,0.0,0.0
374,Sudeste,São Paulo,2,2,5,0.008118185679898051,63561.0,3348.0,0.6436494076556379,0.095278551312912,0.0,0.0,0.0
375,Sudeste,São Paulo,1,2,5,0.004137529137529137,34320.0,3489.0,0.6437937062937062,0.16818181818181818,1.2618298368298368,1.3873834498834499,0.0
376,Sudeste,São Paulo,2,2,4,0.021527622455826435,17884.0,144.0,0.0,0.008499217177365242,0.0,0.3098300156564527,0.0
383,Norte,Pará,1,2,4,0.003960246191100797,39644.0,1294.0,0.43133891635556454,0.12385228533952175,0.0,0.0,0.0
384,Centro-Oeste,Goiás,1,2,5,0.009695161741400206,10727.0,102.0,0.08427332898294024,0.026288803952642863,0.004940803579752027,0.570895870233989,0.0
385,Nordeste,Bahia,1,2,4,0.00562370258539347,26495.0,1036.0,0.4503113795055671,0.06786186072843933,0.0,0.11096433289299867,0.0
386,Centro-Oeste,Goiás,2,2,4,0.008728179551122194,6416.0,176.0,0.30860349127182046,0.0702930174563591,0.0,0.0,0.0
387,Centro-Oeste,Mato Grosso do Sul,1,2,5,0.00143517780258332,6271.0,224.0,0.24669111784404402,0.0668154999202679,0.0,0.03556051666400893,0.00015946420028703555
396,Nordeste,Bahia,2,2,4,0.0024271844660194173,2472.0,35.0,0.0,0.0,0.0,0.0,0.0
398,Nordeste,Sergipe,1,2,4,0.003605502551586421,18028.0,317.0,0.2994785888617706,0.11715109829154648,0.0,0.2003550033281562,0.0019414244508542268
402,Centro-Oeste,Distrito Federal,2,2,5,0.014540019024323957,14718.0,74.0,0.14757439869547492,0.009512161978529691,0.013928522897132763,0.3242288354395978,0.0025818725370294875
403,Centro-Oeste,Distrito Federal,1,2,5,0.0009982530571499876,20035.0,446.0,0.4469678063389069,0.08699775393062141,0.0,0.0010980783628649863,0.0
404,Centro-Oeste,Distrito Federal,3,2,5,0.0021231422505307855,1413.0,14.0,0.0,0.009907997169143666,0.0007077140835102619,0.0007077140835102619,0.0
405,Nordeste,Pernambuco,3,2,5,0.0,173.0,7.0,0.13872832369942195,0.06936416184971098,0.0,0.0,0.0
409,Nordeste,Pernambuco,1,1,2,0.006701612368124212,15071.0,114.0,0.07006834317563533,0.37310065689071725,0.0,0.0,0.0
410,Nordeste,Pernambuco,3,2,5,0.0,2354.0,14.0,0.0,0.0,0.0,1.2009345794392523,0.0
415,Sudeste,São Paulo,3,2,5,0.0,1746.0,6.0,0.0,0.0,0.0,0.08132875143184422,0.016036655211912942
416,Sudeste,São Paulo,3,2,4,0.011235955056179775,89.0,2.0,0.0,0.0,0.0,0.0,0.0
417,Sudeste,São Paulo,1,2,4,0.01293785406849152,117562.0,7784.0,0.7657066058760483,0.20929381943144892,0.0,0.2570983821302802,0.0
420,Sudeste,São Paulo,1,2,4,0.01907576571735626,18610.0,1741.0,0.7173025255239118,0.11225147770016121,0.022729715206878023,0.5370768404083825,0.0
423,Sul,Rio Grande do Sul,1,2,5,0.0012431626056688214,8044.0,169.0,0.09410740924912979,0.02834410740924913,0.0,0.06414719045251119,0.00037294878170064644
426,Sul,Rio Grande do Sul,1,2,5,0.005179856115107914,3475.0,36.0,0.006330935251798561,0.05928057553956834,0.03079136690647482,0.3176978417266187,0.0008633093525179857
430,Sul,Paraná,2,2,5,0.009265216831810578,7771.0,441.0,0.4878394029082486,0.0729635825505083,0.0,0.9100501865911723,0.0
431,Sudeste,São Paulo,3,1,2,0.011494252873563218,609.0,2.0,0.0,0.0,0.13628899835796388,0.3251231527093596,0.0049261083743842365
432,Sul,Paraná,3,2,5,0.030303030303030304,132.0,2.0,0.0,0.0,0.0,0.11363636363636363,0.0
434,Sudeste,São Paulo,3,2,5,0.002119285498032092,3303.0,19.0,0.027247956403269755,0.00877989706327581,0.0,0.0,0.0
435,Sudeste,Minas Gerais,3,2,5,0.0053475935828877,187.0,5.0,0.0,0.6310160427807486,0.0,1.1764705882352942,0.0
437,Sul,Paraná,1,2,4,0.00682762715218682,20212.0,983.0,0.3885810409657629,0.053532554917870574,0.0,1.2084405303779933,0.0
438,Sudeste,São Paulo,3,2,5,0.0,293.0,11.0,0.26621160409556316,0.20477815699658702,0.0,0.0,0.0
439,Sudeste,São Paulo,3,2,5,0.001053740779768177,949.0,5.0,0.0,0.0,0.01685985247629083,0.2191780821917808,0.0
