NO_REGIAO_IES;CO_REGIAO_IES;SG_UF_IES;CO_UF_IES;CO_MUNICIPIO_IES;IN_CAPITAL_IES;TP_ORGANIZACAO_ACADEMICA;TP_REDE;TP_CATEGORIA_ADMINISTRATIVA;CO_IES;QT_TEC_TOTAL;QT_DOC_EXE;QT_DOC_EX_MEST;QT_DOC_EX_DOUT;QT_DOC_EX_INT;QT_DOC_EX_INT_DE;QT_CURSO;QT_VG_TOTAL;QT_MAT;QT_MAT_DEFICIENTE;QT_MAT_FINANC;QT_MAT_FIES;QT_MAT_PROUNII;QT_MAT_PROUNIP;QT_MAT_RESERVA_VAGA;QT_MAT_RVPDEF;QT_MAT_APOIO_SOCIAL;QT_MAT_ATIV_EXTRACURRICULAR;QT_MAT_MOB_ACADEMICA;PROP_PCD
Sudeste;3;MG;31;3136702;0;3;2;4;22441;30;21;7;8;4;0;4.0;105.0;134.0;0.0;17.0;0.0;17.0;0.0;0.0;0.0;111.0;0.0;0.0;0.0
Nordeste;2;BA;29;2907202;0;3;2;5;22443;29;31;12;9;15;0;1.0;223.0;99.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
Sudeste;3;RJ;33;3304557;1;3;2;5;22449;8;11;6;2;2;0;1.0;30.0;20.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
Sudeste;3;SP;35;3515509;0;3;2;4;22452;5;6;3;2;2;2;2.0;200.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sul;4;RS;43;4317509;0;3;2;4;22453;52;17;9;2;7;2;10.0;0.0;2102.0;138.0;10.0;0.0;10.0;0.0;0.0;0.0;0.0;63.0;0.0;0.06565176022835395
Sudeste;3;MG;31;3104007;0;3;2;4;22455;76;4;1;1;0;0;2.0;0.0;49.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Centro-Oeste;5;GO;52;5201405;0;3;2;4;22456;11;4;0;1;1;1;2.0;0.0;1019.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;186.0;0.0;0.0
Nordeste;2;CE;23;2304400;1;3;2;4;22462;8;10;7;1;1;0;2.0;30.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Centro-Oeste;5;GO;52;5218003;0;3;2;4;22463;29;58;22;13;14;0;20.0;800.0;1232.0;2.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0016233766233766235
Nordeste;2;PE;26;2607901;0;3;2;4;22514;60;83;21;50;8;0;1.0;440.0;1431.0;1.0;679.0;269.0;103.0;0.0;0.0;0.0;103.0;94.0;0.0;0.0006988120195667365
Sudeste;3;SP;35;3547809;0;3;2;4;22527;48;36;11;12;19;1;6.0;710.0;830.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0012048192771084338
Sul;4;SC;42;4214805;0;3;2;4;22533;2;4;2;0;1;0;5.0;0.0;66.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Norte;1;AM;13;1301902;0;3;2;4;22566;12;20;3;6;6;0;5.0;1000.0;423.0;0.0;223.0;0.0;0.0;0.0;0.0;0.0;235.0;423.0;0.0;0.0
Sul;4;SC;42;4209102;0;3;2;4;22578;139;52;27;12;9;8;39.0;168.0;5092.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006087981146897094
Centro-Oeste;5;GO;52;5204508;0;3;2;4;22592;43;101;48;20;29;0;12.0;1510.0;1504.0;0.0;1004.0;68.0;104.0;83.0;0.0;0.0;0.0;1462.0;0.0;0.0
Nordeste;2;CE;23;2307304;0;3;2;4;22599;99;62;25;14;17;0;3.0;463.0;734.0;1.0;702.0;529.0;51.0;73.0;0.0;0.0;0.0;0.0;0.0;0.0013623978201634877
Sudeste;3;SP;35;3550308;1;3;2;4;22603;12;17;12;1;0;0;3.0;150.0;101.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3550308;1;3;2;4;22605;6;19;3;14;0;0;2.0;193.0;255.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3548708;0;3;2;4;22627;21;6;1;3;4;1;1.0;0.0;193.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Norte;1;RR;14;1400100;1;3;2;5;22628;24;32;13;6;7;0;6.0;467.0;523.0;1.0;107.0;9.0;69.0;4.0;0.0;0.0;0.0;438.0;0.0;0.0019120458891013384
Sudeste;3;MG;31;3106200;1;3;2;4;22629;21;40;21;14;2;1;1.0;140.0;150.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Centro-Oeste;5;MT;51;5107602;0;3;2;4;22634;23;86;39;15;10;0;8.0;1170.0;940.0;3.0;41.0;25.0;4.0;12.0;0.0;0.0;0.0;940.0;0.0;0.0031914893617021275
Norte;1;AM;13;1301209;0;3;2;4;22640;6;12;4;3;2;0;4.0;800.0;249.0;0.0;154.0;4.0;0.0;0.0;0.0;0.0;151.0;249.0;0.0;0.0
Norte;1;AM;13;1303403;0;3;2;4;22641;27;20;8;3;3;1;8.0;1413.0;672.0;0.0;432.0;11.0;0.0;0.0;0.0;0.0;434.0;672.0;0.0;0.0
Norte;1;AM;13;1304203;0;3;2;4;22643;13;24;7;2;6;0;8.0;1313.0;812.0;2.0;219.0;0.0;0.0;0.0;0.0;0.0;318.0;812.0;0.0;0.0024630541871921183
Sul;4;RS;43;4314902;1;3;2;4;22644;12;22;11;11;2;0;1.0;130.0;151.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006622516556291391
Centro-Oeste;5;MT;51;5103403;1;3;2;4;22650;24;6;4;2;2;1;4.0;0.0;252.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3550308;1;3;2;5;22651;56;46;22;24;37;0;4.0;338.0;438.0;22.0;315.0;0.0;0.0;0.0;0.0;0.0;279.0;255.0;10.0;0.0502283105022831
Sudeste;3;SP;35;3543402;0;3;2;4;22659;24;26;11;15;6;0;3.0;313.0;103.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;101.0;0.0;0.009708737864077669
Sul;4;PR;41;4106902;1;3;2;4;22660;5;10;4;3;2;2;1.0;0.0;111.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009009009009009009
Centro-Oeste;5;MT;51;5102678;0;3;2;4;22684;9;18;6;3;2;0;3.0;130.0;139.0;1.0;19.0;0.0;12.0;2.0;0.0;0.0;0.0;0.0;0.0;0.007194244604316547
Sul;4;SC;42;4204202;0;3;2;4;22702;70;24;7;12;4;0;1.0;132.0;140.0;3.0;65.0;4.0;0.0;0.0;0.0;0.0;0.0;39.0;0.0;0.02142857142857143
Sul;4;SC;42;4204301;0;3;2;4;22703;27;22;6;11;4;0;1.0;82.0;129.0;1.0;64.0;0.0;2.0;0.0;0.0;0.0;0.0;67.0;0.0;0.007751937984496124
Sudeste;3;MG;31;3132404;0;3;2;4;22707;5;19;4;12;4;0;1.0;106.0;138.0;4.0;55.0;6.0;6.0;0.0;0.0;0.0;0.0;60.0;0.0;0.028985507246376812
Nordeste;2;CE;23;2311405;0;3;2;4;22710;6;18;1;10;4;0;1.0;104.0;157.0;2.0;101.0;11.0;10.0;0.0;0.0;0.0;0.0;43.0;0.0;0.012738853503184714
Sudeste;3;MG;31;3143906;0;3;2;4;22712;21;21;5;12;4;0;1.0;106.0;149.0;4.0;76.0;5.0;9.0;0.0;0.0;0.0;0.0;46.0;0.0;0.026845637583892617
Nordeste;2;RN;24;2412500;0;3;2;4;22713;8;21;7;3;6;1;3.0;297.0;149.0;0.0;102.0;0.0;7.0;24.0;0.0;0.0;0.0;147.0;0.0;0.0
Nordeste;2;CE;23;2302800;0;3;2;4;22715;9;18;1;10;4;0;1.0;102.0;157.0;4.0;116.0;6.0;6.0;0.0;0.0;0.0;0.0;72.0;0.0;0.025477707006369428
Sudeste;3;SP;35;3537305;0;3;2;4;22716;5;15;2;12;4;0;1.0;51.0;28.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0
Sul;4;SC;42;4208203;0;3;2;4;22736;23;288;170;74;1;0;8.0;398.0;842.0;8.0;158.0;33.0;122.0;3.0;0.0;0.0;0.0;222.0;0.0;0.009501187648456057
Norte;1;PA;15;1508407;0;3;2;4;22741;12;8;3;0;0;0;1.0;150.0;141.0;1.0;23.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0070921985815602835
Sudeste;3;SP;35;3505500;0;3;2;4;22747;4;11;3;2;1;0;1.0;100.0;33.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.030303030303030304
Nordeste;2;PI;22;2210508;0;3;2;4;22748;9;9;3;3;3;0;2.0;0.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;MA;21;2112209;0;3;2;4;22753;7;15;7;1;9;0;3.0;210.0;67.0;1.0;9.0;4.0;3.0;5.0;0.0;0.0;0.0;0.0;0.0;0.014925373134328358
Sudeste;3;MG;31;3131703;0;3;2;4;22758;26;203;127;58;1;0;8.0;180.0;685.0;6.0;125.0;60.0;65.0;0.0;0.0;0.0;0.0;173.0;0.0;0.008759124087591242
Sudeste;3;MG;31;3131703;0;3;2;4;22759;26;65;43;13;0;0;3.0;61.0;235.0;8.0;19.0;0.0;19.0;0.0;0.0;0.0;0.0;71.0;0.0;0.03404255319148936
Nordeste;2;BA;29;2927408;1;3;2;5;22763;45;72;31;23;8;0;4.0;966.0;981.0;0.0;227.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;MG;31;3106200;1;3;2;5;22764;42;16;9;7;0;0;2.0;261.0;200.0;0.0;17.0;2.0;14.0;2.0;0.0;0.0;0.0;4.0;0.0;0.0
Sul;4;PR;41;4106407;0;3;2;4;22771;5;6;3;1;0;0;1.0;0.0;41.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.0;0.0;0.0
Centro-Oeste;5;MT;51;5103403;1;3;2;4;22775;16;14;9;4;3;0;2.0;270.0;42.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Norte;1;PA;15;1505536;0;3;2;4;22777;12;51;22;6;8;0;4.0;313.0;464.0;0.0;40.0;25.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;BA;29;2905701;0;3;2;4;22787;2;1;1;0;1;0;1.0;7.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3550308;1;3;2;4;22814;13;16;8;5;4;0;21.0;0.0;3204.0;65.0;13.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02028714107365793
Sudeste;3;SP;35;3550308;1;3;2;4;22862;4;15;9;6;8;0;1.0;0.0;22.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.045454545454545456
Sudeste;3;SP;35;3550308;1;3;2;5;22866;9;6;0;5;5;0;7.0;0.0;175.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005714285714285714
Centro-Oeste;5;DF;53;5300108;1;3;2;4;22872;4;12;5;5;2;1;2.0;214.0;79.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
Nordeste;2;CE;23;2308351;0;3;2;4;22911;18;16;4;2;0;0;2.0;0.0;424.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;RJ;33;3302700;0;3;2;5;22917;9;71;24;41;28;0;3.0;392.0;1092.0;0.0;945.0;0.0;5.0;0.0;0.0;0.0;0.0;115.0;0.0;0.0
Nordeste;2;CE;23;2304202;0;3;2;4;22932;24;14;3;0;0;0;6.0;809.0;243.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
Sudeste;3;SP;35;3503208;0;3;1;2;22939;9;59;30;21;0;0;4.0;491.0;622.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.024115755627009645
Sul;4;RS;43;4316907;0;3;2;4;22946;10;11;8;1;2;0;1.0;125.0;126.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;MG;31;3106200;1;3;2;4;22966;3;9;7;2;2;0;2.0;0.0;90.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;86.0;0.0;0.0;0.0
Nordeste;2;PB;25;2507507;1;3;2;4;22975;63;12;8;1;0;0;1.0;50.0;42.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3550308;1;3;2;5;22985;36;20;11;4;4;0;2.0;0.0;352.0;0.0;291.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Centro-Oeste;5;MS;50;5002704;1;3;2;5;22992;9;5;3;1;0;0;1.0;40.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;CE;23;2303709;0;3;2;4;23000;2;1;0;1;1;0;1.0;50.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;SE;28;2804805;0;3;2;4;23002;2;1;1;0;0;0;1.0;6.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Centro-Oeste;5;GO;52;5218003;0;3;2;4;23012;12;36;6;2;8;6;2.0;100.0;317.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;0.0;0.0
Sudeste;3;SP;35;3550308;1;3;2;4;23022;203;7;3;2;4;0;2.0;42.0;59.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;CE;23;2313401;0;3;2;4;23023;5;4;1;0;0;0;1.0;0.0;366.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00546448087431694
Sudeste;3;ES;32;3205200;0;3;2;4;23025;12;4;3;1;2;2;2.0;0.0;141.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;RJ;33;3304557;1;3;1;1;23026;608;69;6;1;69;69;9.0;443.0;749.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0013351134846461949
Sudeste;3;MG;31;3169307;0;3;1;1;23028;206;157;7;0;157;157;5.0;519.0;1024.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;ES;32;3205002;0;3;2;4;23038;18;11;7;2;0;0;1.0;0.0;228.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;228.0;0.0;0.0
Centro-Oeste;5;MT;51;5106224;0;3;2;4;23089;10;20;5;3;0;0;3.0;180.0;141.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;ES;32;3205002;0;3;2;5;23090;8;5;1;2;4;0;1.0;190.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sul;4;SC;42;4208906;0;3;2;4;23095;21;43;20;19;0;0;1.0;17.0;75.0;0.0;7.0;0.0;7.0;0.0;0.0;0.0;0.0;17.0;0.0;0.0
Sudeste;3;SP;35;3549904;0;3;2;4;23096;29;19;11;6;13;2;3.0;320.0;158.0;2.0;156.0;6.0;16.0;10.0;0.0;0.0;0.0;53.0;0.0;0.012658227848101266
Centro-Oeste;5;DF;53;5300108;1;3;2;4;23097;26;35;17;15;2;0;4.0;1019.0;102.0;1.0;101.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00980392156862745
Norte;1;TO;17;1721000;1;3;2;4;23099;12;15;7;8;4;0;1.0;200.0;109.0;2.0;77.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;0.0;0.01834862385321101
Nordeste;2;CE;23;2307304;0;3;2;4;23100;5;21;4;11;4;0;1.0;90.0;110.0;2.0;87.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;0.0;0.01818181818181818
Nordeste;2;CE;23;2312908;0;3;2;4;23102;12;29;9;7;4;0;2.0;298.0;307.0;6.0;271.0;2.0;57.0;0.0;0.0;0.0;0.0;104.0;0.0;0.019543973941368076
Nordeste;2;CE;23;2311306;0;3;2;4;23107;18;56;33;6;12;1;8.0;818.0;575.0;0.0;409.0;178.0;15.0;98.0;0.0;0.0;0.0;60.0;0.0;0.0
Nordeste;2;PI;22;2211001;1;3;2;4;23110;9;20;9;0;1;0;1.0;50.0;130.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;130.0;0.0;0.007692307692307693
Nordeste;2;CE;23;2304400;1;3;2;4;23117;8;7;2;3;0;0;3.0;150.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
Sudeste;3;SP;35;3550308;1;3;2;4;23118;9;8;3;2;1;0;1.0;0.0;30.0;1.0;10.0;0.0;8.0;0.0;0.0;0.0;20.0;0.0;0.0;0.03333333333333333
Nordeste;2;MA;21;2111300;1;3;2;4;23130;12;16;7;7;9;0;2.0;61.0;97.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3550308;1;3;2;4;23139;5;6;2;2;2;0;1.0;85.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0
Nordeste;2;BA;29;2911709;0;3;2;4;23146;14;19;13;2;3;0;1.0;0.0;927.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3550308;1;3;2;4;23147;20;32;17;4;8;0;15.0;646.0;1281.0;0.0;83.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;BA;29;2932903;0;3;2;4;23159;8;15;5;0;1;0;3.0;0.0;578.0;3.0;47.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.005190311418685121
Sudeste;3;MG;31;3122306;0;3;2;4;23163;33;67;33;25;0;0;1.0;23.0;76.0;0.0;8.0;2.0;6.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0
Sudeste;3;MG;31;3122306;0;3;2;4;23164;33;67;24;34;1;0;1.0;39.0;175.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;32.0;0.0;0.0
Centro-Oeste;5;GO;52;5211909;0;3;2;4;23168;21;23;11;6;1;0;1.0;5.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;MG;31;3131703;0;3;2;4;23169;26;27;13;14;1;0;1.0;9.0;22.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
Sudeste;3;MG;31;3152501;0;3;2;4;23172;33;24;11;13;0;0;1.0;23.0;54.0;0.0;13.0;1.0;12.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0
Sudeste;3;MG;31;3152501;0;3;2;4;23175;33;24;8;14;0;0;1.0;35.0;102.0;1.0;10.0;0.0;10.0;0.0;0.0;0.0;0.0;18.0;0.0;0.00980392156862745
Sudeste;3;MG;31;3167202;0;3;2;4;23176;30;32;20;8;0;0;1.0;18.0;45.0;0.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;19.0;0.0;0.0
Centro-Oeste;5;GO;52;5205109;0;3;2;4;23177;35;41;21;12;0;0;1.0;26.0;64.0;1.0;6.0;1.0;5.0;0.0;0.0;0.0;0.0;13.0;0.0;0.015625
Sudeste;3;MG;31;3167202;0;3;2;4;23178;30;53;29;18;0;0;1.0;30.0;133.0;1.0;17.0;0.0;17.0;0.0;0.0;0.0;0.0;47.0;0.0;0.007518796992481203
Centro-Oeste;5;GO;52;5205109;0;3;2;4;23180;35;29;15;11;0;0;1.0;77.0;254.0;1.0;18.0;5.0;13.0;0.0;0.0;0.0;0.0;53.0;0.0;0.003937007874015748
Nordeste;2;PE;26;2611606;1;3;2;4;23191;25;78;43;11;0;0;5.0;562.0;432.0;1.0;50.0;0.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0023148148148148147
Sudeste;3;SP;35;3543402;0;3;2;4;23194;14;5;3;2;2;2;1.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sul;4;SC;42;4208906;0;3;2;4;23197;21;40;19;11;3;0;2.0;23.0;32.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.03125
Sul;4;SC;42;4208203;0;3;2;4;23201;23;51;26;21;1;0;1.0;34.0;79.0;0.0;15.0;4.0;11.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0
Sul;4;SC;42;4215802;0;3;2;4;23202;15;110;64;28;1;0;7.0;80.0;162.0;0.0;8.0;1.0;7.0;0.0;0.0;0.0;0.0;36.0;0.0;0.0
Sudeste;3;SP;35;3502804;0;3;2;4;23215;28;7;0;3;2;0;1.0;0.0;34.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.029411764705882353
Nordeste;2;CE;23;2304400;1;3;2;4;23218;2;8;3;3;3;1;1.0;108.0;8.0;0.0;6.0;1.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;MA;21;2109106;0;3;2;4;23224;4;11;3;2;2;0;2.0;327.0;118.0;0.0;28.0;19.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3518800;0;3;2;4;23228;14;104;60;30;0;0;3.0;87.0;214.0;1.0;12.0;0.0;11.0;1.0;0.0;0.0;0.0;44.0;0.0;0.004672897196261682
Centro-Oeste;5;GO;52;5217708;0;3;2;5;23229;6;41;14;10;21;0;3.0;360.0;199.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3518800;0;3;2;4;23235;14;73;41;23;0;0;4.0;87.0;128.0;1.0;17.0;0.0;16.0;1.0;0.0;0.0;0.0;27.0;0.0;0.0078125
Sudeste;3;SP;35;3518800;0;3;2;4;23236;14;108;60;35;1;0;5.0;244.0;337.0;1.0;22.0;3.0;19.0;0.0;0.0;0.0;0.0;120.0;0.0;0.002967359050445104
Sudeste;3;SP;35;3548708;0;3;2;4;23241;21;342;188;113;1;0;22.0;553.0;978.0;8.0;94.0;4.0;90.0;0.0;0.0;0.0;0.0;248.0;0.0;0.0081799591002045
Sudeste;3;SP;35;3548708;0;3;2;4;23242;21;150;79;54;1;0;5.0;525.0;829.0;9.0;98.0;13.0;85.0;0.0;0.0;0.0;0.0;299.0;0.0;0.010856453558504222
Sudeste;3;MG;31;3118304;0;3;2;4;23244;20;91;51;27;1;0;5.0;56.0;141.0;1.0;6.0;1.0;5.0;0.0;0.0;0.0;0.0;32.0;0.0;0.0070921985815602835
Sudeste;3;MG;31;3118304;0;3;2;4;23245;20;89;57;16;3;0;5.0;219.0;502.0;7.0;49.0;9.0;40.0;0.0;0.0;0.0;0.0;198.0;0.0;0.013944223107569721
Centro-Oeste;5;GO;52;5211503;0;3;2;4;23252;14;121;67;36;1;0;6.0;144.0;363.0;3.0;36.0;7.0;29.0;0.0;0.0;0.0;0.0;68.0;0.0;0.008264462809917356
Sudeste;3;SP;35;3548708;0;3;2;4;23261;21;162;97;53;0;0;4.0;193.0;487.0;2.0;23.0;0.0;23.0;0.0;0.0;0.0;0.0;147.0;0.0;0.004106776180698152
Sudeste;3;MG;31;3118304;0;3;2;4;23264;20;100;50;31;1;0;4.0;57.0;200.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;29.0;0.0;0.0
Centro-Oeste;5;GO;52;5211503;0;3;2;4;23273;14;61;28;21;1;0;3.0;42.0;132.0;0.0;14.0;0.0;14.0;0.0;0.0;0.0;0.0;40.0;0.0;0.0
Sudeste;3;MG;31;3118304;0;3;2;4;23275;20;63;32;24;0;0;2.0;16.0;59.0;1.0;8.0;0.0;8.0;0.0;0.0;0.0;0.0;15.0;0.0;0.01694915254237288
Centro-Oeste;5;GO;52;5211503;0;3;2;4;23278;14;24;7;15;1;0;1.0;15.0;27.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0
Sudeste;3;MG;31;3106200;1;3;2;5;23280;42;4;1;3;2;1;4.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;ES;32;3201209;0;3;2;4;23318;23;95;16;5;3;0;1.0;228.0;984.0;4.0;118.0;0.0;0.0;92.0;0.0;0.0;0.0;0.0;0.0;0.0040650406504065045
Sudeste;3;MG;31;3168606;0;3;2;4;23331;175;26;17;9;12;0;5.0;0.0;2634.0;0.0;2396.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;MG;31;3168606;0;3;2;4;23332;175;15;10;5;6;0;2.0;0.0;199.0;0.0;197.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3550308;1;3;2;4;23333;52;5;2;2;1;0;1.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3515004;0;3;2;4;23335;12;52;24;15;17;1;5.0;529.0;296.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013513513513513514
Sul;4;SC;42;4208906;0;3;2;4;23358;21;53;33;11;0;0;2.0;84.0;187.0;3.0;24.0;5.0;19.0;0.0;0.0;0.0;0.0;42.0;0.0;0.016042780748663103
Sudeste;3;SP;35;3504503;0;3;2;4;23381;7;6;3;2;3;3;2.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Norte;1;PA;15;1507953;0;3;2;4;23382;2;7;2;1;0;0;1.0;40.0;61.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;MA;21;2109908;0;3;2;4;23389;26;21;4;10;19;0;6.0;709.0;1052.0;2.0;1042.0;25.0;0.0;0.0;0.0;0.0;0.0;1039.0;0.0;0.0019011406844106464
Sudeste;3;SP;35;3504503;0;3;2;4;23394;7;20;5;1;8;2;6.0;400.0;98.0;1.0;8.0;0.0;0.0;0.0;79.0;0.0;0.0;0.0;0.0;0.01020408163265306
Centro-Oeste;5;MT;51;5107925;0;3;2;4;23400;21;82;34;11;10;0;7.0;1055.0;511.0;0.0;10.0;5.0;2.0;3.0;0.0;0.0;0.0;508.0;0.0;0.0
Nordeste;2;MA;21;2105302;0;1;1;2;23410;120;303;117;123;147;114;45.0;967.0;3285.0;26.0;0.0;0.0;0.0;0.0;102.0;15.0;567.0;430.0;0.0;0.007914764079147641
Sudeste;3;SP;35;3503307;0;3;1;2;23438;10;42;22;5;3;0;3.0;162.0;318.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0220125786163522
